Ha,M,m,beta,Sc_N,Sc_C,F''(0),|- G' (0) |, [ -N'(0) ],[-C'(0) ]
1.5,5,2,0.5,2659,1000,1.2057,0.6475,7.2262,24.5957
1.5,5,2,1,385.5,500,1.671,0.9202,6.2962,34.3423
1.5,5,2,1,385.5,750,1.2057,0.6475,3.7352,43.1403
1.5,5,2,1,385.5,1000,1.2057,0.6475,3.7352,54.9458
1.5,5,2,1,1522.25,500,1.2057,0.6475,5.979,25.97
1.5,5,2,1,1522.25,750,1.2057,0.6475,5.979,36.6888
1.5,5,2,1,1522.25,1000,1.2057,0.6475,5.979,46.9992
1.5,5,2,1,2659,500,1.2057,0.6475,7.2262,24.2451
1.5,5,2,1,2659,750,1.2057,0.6475,7.2262,34.3018
1.5,5,2,1,2659,1000,1.2057,0.6475,7.2262,44.0104
3,0,0,0,385.5,500,2.1027,0.361,7.0404,7.6963
3,0,0,0,385.5,750,2.1027,0.361,7.0404,8.8391
3,0,0,0,385.5,1000,2.1027,0.361,7.0404,9.7485
3,0,0,0,1522.25,500,2.1027,0.361,11.2433,7.6963
3,0,0,0,1522.25,750,2.1027,0.361,11.2433,8.8391
3,0,0,0,1522.25,1000,2.1027,0.361,11.2433,9.7485
3,0,0,0,2659,500,2.1027,0.361,13.5797,7.6963
3,0,0,0,2659,750,2.1027,0.361,13.5797,8.8391
3,0,0,0,2659,1000,2.1027,0.361,13.5797,9.7485
3,0,0,0.5,385.5,500,2.1123,0.3739,6.9082,19.9188
3,0,0,0.5,385.5,750,2.1123,0.3739,6.9082,26.0701
3,0,0,0.5,385.5,1000,2.1123,0.3739,6.9082,31.6489
3,0,0,0.5,1522.25,500,2.1123,0.3739,11.0526,16.1102
3,0,0,0.5,1522.25,750,2.1123,0.3739,11.0526,20.9267
3,0,0,0.5,1522.25,1000,1.5352,0.3097,6.5456,25.2388
3,0,0,0.5,2659,500,2.1123,0.3739,13.3563,14.755
3,0,0,0.5,2659,750,2.1123,0.3739,13.3563,19.0527
3,0,0,0.5,2659,1000,1.5352,0.3097,7.899,23.8572
3,0,0,1,385.5,500,2.1123,0.3739,6.9082,32.2825
3,0,0,1,385.5,750,1.5352,0.3097,4.1105,41.0675
3,0,0,1,385.5,1000,1.5352,0.3097,4.1105,52.1521
3,0,0,1,1522.25,500,1.5352,0.3097,6.5456,24.9855
3,0,0,1,1522.25,750,1.5352,0.3097,6.5456,35.0964
3,0,0,1,1522.25,1000,1.5352,0.3097,6.5456,44.7981
3,0,0,1,2659,500,1.5352,0.3097,7.899,23.3908
3,0,0,1,2659,750,1.5352,0.3097,7.899,32.8896
3,0,0,1,2659,1000,1.5352,0.3097,7.899,42.0348
3,0,1,0,385.5,500,2.1027,0.361,7.0404,7.6963
3,0,1,0,385.5,750,2.1027,0.361,7.0404,8.8391
3,0,1,0,385.5,1000,2.1027,0.361,7.0404,9.7485
3,0,1,0,1522.25,500,2.1027,0.361,11.2433,7.6963
3,0,1,0,1522.25,750,2.1027,0.361,11.2433,8.8391
3,0,1,0,1522.25,1000,2.1027,0.361,11.2433,9.7485
3,0,1,0,2659,500,2.1027,0.361,13.5797,7.6963
3,0,1,0,2659,750,2.1027,0.361,13.5797,8.8391
3,0,1,0,2659,1000,2.1027,0.361,13.5797,9.7485
3,0,1,0.5,385.5,500,2.1123,0.3739,6.9082,19.9188
3,0,1,0.5,385.5,750,2.1123,0.3739,6.9082,26.0701
3,0,1,0.5,385.5,1000,2.1123,0.3739,6.9082,31.6489
3,0,1,0.5,1522.25,500,2.1123,0.3739,11.0526,16.1102
3,0,1,0.5,1522.25,750,2.1123,0.3739,11.0526,20.9267
3,0,1,0.5,1522.25,1000,1.5352,0.3097,6.5456,25.2388
3,0,1,0.5,2659,500,2.1123,0.3739,13.3563,14.755
3,0,1,0.5,2659,750,2.1123,0.3739,13.3563,19.0527
3,0,1,0.5,2659,1000,1.5352,0.3097,7.899,23.8572
3,0,1,1,385.5,500,2.1123,0.3739,6.9082,32.2825
3,0,1,1,385.5,750,1.5352,0.3097,4.1105,41.0675
3,0,1,1,385.5,1000,1.5352,0.3097,4.1105,52.1521
3,0,1,1,1522.25,500,1.5352,0.3097,6.5456,24.9855
3,0,1,1,1522.25,750,1.5352,0.3097,6.5456,35.0964
3,0,1,1,1522.25,1000,1.5352,0.3097,6.5456,44.7981
3,0,1,1,2659,500,1.5352,0.3097,7.899,23.3908
3,0,1,1,2659,750,1.5352,0.3097,7.899,32.8896
3,0,1,1,2659,1000,1.5352,0.3097,7.899,42.0348
3,0,2,0,385.5,500,2.1027,0.361,7.0404,7.6963
3,0,2,0,385.5,750,2.1027,0.361,7.0404,8.8391
3,0,2,0,385.5,1000,2.1027,0.361,7.0404,9.7485
3,0,2,0,1522.25,500,2.1027,0.361,11.2433,7.6963
3,0,2,0,1522.25,750,2.1027,0.361,11.2433,8.8391
3,0,2,0,1522.25,1000,2.1027,0.361,11.2433,9.7485
3,0,2,0,2659,500,2.1027,0.361,13.5797,7.6963
3,0,2,0,2659,750,2.1027,0.361,13.5797,8.8391
3,0,2,0,2659,1000,2.1027,0.361,13.5797,9.7485
3,0,2,0.5,385.5,500,2.1123,0.3739,6.9082,19.9188
3,0,2,0.5,385.5,750,2.1123,0.3739,6.9082,26.0701
3,0,2,0.5,385.5,1000,2.1123,0.3739,6.9082,31.6489
3,0,2,0.5,1522.25,500,2.1123,0.3739,11.0526,16.1102
3,0,2,0.5,1522.25,750,2.1123,0.3739,11.0526,20.9267
3,0,2,0.5,1522.25,1000,1.5352,0.3097,6.5456,25.2388
3,0,2,0.5,2659,500,2.1123,0.3739,13.3563,14.755
3,0,2,0.5,2659,750,2.1123,0.3739,13.3563,19.0527
3,0,2,0.5,2659,1000,1.5352,0.3097,7.899,23.8572
3,0,2,1,385.5,500,2.1123,0.3739,6.9082,32.2825
3,0,2,1,385.5,750,1.5352,0.3739,4.1105,41.0675
3,0,2,1,385.5,1000,1.5352,0.3739,4.1105,52.1521
3,0,2,1,1522.25,500,1.5352,0.3097,6.5456,24.9855
3,0,2,1,1522.25,750,1.5352,0.3097,6.5456,35.0964
3,0,2,1,1522.25,1000,1.5352,0.3097,6.5456,44.7981
3,0,2,1,2659,500,1.5352,0.3097,7.899,23.3908
3,0,2,1,2659,750,1.5352,0.3097,7.899,32.8896
3,0,2,1,2659,1000,1.5352,0.3097,7.899,42.0348
3,2.5,0,0,385.5,500,1.7062,0.4806,6.518,7.1298
3,2.5,0,0,385.5,750,1.7062,0.4806,6.518,8.1956
3,2.5,0,0,385.5,1000,1.7062,0.4806,6.518,9.044
3,2.5,0,0,1522.25,500,1.7062,0.4806,10.4385,7.1298
3,2.5,0,0,1522.25,750,1.7062,0.4806,10.4385,8.1956
3,2.5,0,0,1522.25,1000,1.7062,0.4806,10.4385,9.044
3,2.5,0,0,2659,500,1.7062,0.4806,12.6181,7.1298
3,2.5,0,0,2659,750,1.7062,0.4806,12.6181,8.1956
3,2.5,0,0,2659,1000,1.7062,0.4806,12.6181,9.044
3,2.5,0,0.5,385.5,500,1.7109,0.4746,6.3866,20.4357
3,2.5,0,0.5,385.5,750,1.7109,0.4746,6.3866,26.9227
3,2.5,0,0.5,385.5,1000,1.2334,0.3204,3.7884,30.0183
3,2.5,0,0.5,1522.25,500,1.7109,0.4746,10.2504,16.236
3,2.5,0,0.5,1522.25,750,1.7109,0.4746,10.2504,21.2541
3,2.5,0,0.5,1522.25,1000,1.2334,0.3204,6.0475,26.1001
3,2.5,0,0.5,2659,500,1.7109,0.4746,12.3985,14.75
3,2.5,0,0.5,2659,750,1.7109,0.4746,12.3985,19.1998
3,2.5,0,0.5,2659,1000,1.2334,0.3204,7.3035,24.6272
3,2.5,0,1,385.5,500,1.7109,0.4746,6.3866,33.8818
3,2.5,0,1,385.5,750,1.2334,0.3204,3.7884,43.0209
3,2.5,0,1,385.5,1000,1.2334,0.3204,3.7884,54.7926
3,2.5,0,1,1522.25,500,1.2334,0.3204,6.0475,25.9567
3,2.5,0,1,1522.25,750,1.2334,0.3204,6.0475,36.6586
3,2.5,0,1,1522.25,1000,1.2334,0.3204,6.0475,46.9563
3,2.5,0,1,2659,500,1.2334,0.3204,7.3035,24.2566
3,2.5,0,1,2659,750,1.2334,0.3204,7.3035,34.3059
3,2.5,0,1,2659,1000,1.2334,0.3204,7.3035,44.0104
3,2.5,1,0,385.5,500,2.2801,0.3145,7.2031,7.8768
3,2.5,1,0,385.5,750,2.2801,0.3145,7.2031,9.0505
3,2.5,1,0,385.5,1000,2.2801,0.3145,7.2031,9.9846
3,2.5,1,0,1522.25,500,2.2801,0.3145,11.5201,7.8768
3,2.5,1,0,1522.25,750,2.2801,0.3145,11.5201,9.0505
3,2.5,1,0,1522.25,1000,2.2801,0.3145,11.5201,9.9846
3,2.5,1,0,2659,500,2.2801,0.3145,13.9202,7.8768
3,2.5,1,0,2659,750,2.2801,0.3145,13.9202,9.0505
3,2.5,1,0,2659,1000,2.2801,0.3145,13.9202,9.9846
3,2.5,1,0.5,385.5,500,2.2895,0.3075,7.0661,19.8016
3,2.5,1,0.5,385.5,750,2.2895,0.3075,7.0661,25.8604
3,2.5,1,0.5,385.5,1000,1.6617,0.1974,4.1994,28.6758
3,2.5,1,0.5,1522.25,500,2.2895,0.3075,11.3218,16.0573
3,2.5,1,0.5,1522.25,750,2.2895,0.3075,11.3218,20.8047
3,2.5,1,0.5,1522.25,1000,1.6617,0.1974,6.6991,25.0732
3,2.5,1,0.5,2659,500,2.2895,0.3075,13.6877,14.7277
3,2.5,1,0.5,2659,750,2.2895,0.3075,13.6877,18.9663
3,2.5,1,0.5,2659,1000,1.6617,0.1974,8.0887,23.7218
3,2.5,1,1,385.5,500,2.2895,0.3075,7.0661,31.8729
3,2.5,1,1,385.5,750,1.6617,0.1974,4.1994,40.6121
3,2.5,1,1,385.5,1000,1.6617,0.1974,4.1994,51.5414
3,2.5,1,1,1522.25,500,1.6617,0.1974,6.6991,24.7761
3,2.5,1,1,1522.25,750,1.6617,0.1974,6.6991,34.761
3,2.5,1,1,1522.25,1000,1.6617,0.1974,6.6991,44.3363
3,2.5,1,1,2659,500,1.6617,0.1974,8.0887,23.216
3,2.5,1,1,2659,750,1.6617,0.1974,8.0887,32.6023
3,2.5,1,1,2659,1000,1.6617,0.1974,8.0887,41.6334
3,2.5,2,0,385.5,500,2.3506,0.0324,7.2938,7.9744
3,2.5,2,0,385.5,750,2.3506,0.0324,7.2938,9.1601
3,2.5,2,0,385.5,1000,2.3506,0.0324,7.2938,10.1037
3,2.5,2,0,1522.25,500,2.3506,0.0324,11.6549,7.9744
3,2.5,2,0,1522.25,750,2.3506,0.0324,11.6549,9.1601
3,2.5,2,0,1522.25,1000,2.3506,0.0324,11.6549,10.1037
3,2.5,2,0,2659,500,2.3506,0.0324,14.0793,7.9744
3,2.5,2,0,2659,750,2.3506,0.0324,14.0793,9.1601
3,2.5,2,0,2659,1000,2.3506,0.0324,14.0793,10.1037
3,2.5,2,0.5,385.5,500,2.3617,0.0232,7.1578,19.749
3,2.5,2,0.5,385.5,750,2.3617,0.0232,7.1578,25.7677
3,2.5,2,0.5,385.5,1000,2.3617,0.0232,7.1578,31.22
3,2.5,2,0.5,1522.25,500,2.3617,0.0232,11.4577,16.0753
3,2.5,2,0.5,1522.25,750,2.3617,0.0232,11.4577,20.8065
3,2.5,2,0.5,1522.25,1000,1.7192,0.0134,6.7896,24.8806
3,2.5,2,0.5,2659,500,2.3617,0.0232,13.848,14.7686
3,2.5,2,0.5,2659,750,2.3617,0.0232,13.848,18.9997
3,2.5,2,0.5,2659,1000,1.7192,0.0134,8.1959,23.5399
3,2.5,2,1,385.5,500,2.3617,0.0232,7.1578,31.669
3,2.5,2,1,385.5,750,1.7192,0.0134,4.2598,40.2313
3,2.5,2,1,385.5,1000,1.7192,0.0134,4.2598,51.0186
3,2.5,2,1,1522.25,500,1.7192,0.0134,6.7896,24.5708
3,2.5,2,1,1522.25,750,1.7192,0.0134,6.7896,34.4273
3,2.5,2,1,1522.25,1000,1.7192,0.0134,6.7896,43.8714
3,2.5,2,1,2659,500,1.7192,0.0134,8.1959,23.023
3,2.5,2,1,2659,750,1.7192,0.0134,8.1959,32.2857
3,2.5,2,1,2659,1000,1.7192,0.0134,8.1959,41.19
3,5,0,0,385.5,500,1.4449,1.1677,6.1202,6.6988
3,5,0,0,385.5,750,1.4449,1.1677,6.1202,7.7071
3,5,0,0,385.5,1000,1.4449,1.1677,6.1202,8.5096
3,5,0,0,1522.25,500,1.4449,1.1677,9.8289,6.6988
3,5,0,0,1522.25,750,1.4449,1.1677,9.8289,7.7071
3,5,0,0,1522.25,1000,1.4449,1.1677,9.8289,8.5096
3,5,0,0,2659,500,1.4449,1.1677,11.8913,6.6988
3,5,0,0,2659,750,1.4449,1.1677,11.8913,7.7071
3,5,0,0,2659,1000,1.4449,1.1677,11.8913,8.5096
3,5,0,0.5,385.5,500,1.4473,1.1651,5.9901,21.0054
3,5,0,0.5,385.5,750,1.4473,1.1651,5.9901,27.8211
3,5,0,0.5,385.5,1000,1.4473,1.1651,5.9901,34.0189
3,5,0,0.5,1522.25,500,1.4473,1.1651,9.6439,16.4522
3,5,0,0.5,1522.25,750,1.0384,0.8231,5.6768,21.1644
3,5,0,0.5,1522.25,1000,1.0384,0.8231,5.6768,26.7685
3,5,0,0.5,2659,500,1.4473,1.1651,11.6756,14.8498
3,5,0,0.5,2659,750,1.0384,0.8231,6.8612,19.9228
3,5,0,0.5,2659,1000,1.0384,0.8231,6.8612,25.2139
3,5,0,1,385.5,500,1.4473,1.1651,5.9901,35.4504
3,5,0,1,385.5,750,1.4473,1.1651,5.9901,48.0885
3,5,0,1,385.5,1000,1.0384,0.8231,3.547,56.8857
3,5,0,1,1522.25,500,1.0384,0.8231,5.6768,26.7187
3,5,0,1,1522.25,750,1.0384,0.8231,5.6768,37.8705
3,5,0,1,1522.25,1000,1.0384,0.8231,5.6768,48.6179
3,5,0,1,2659,500,1.0384,0.8231,6.8612,24.9244
3,5,0,1,2659,750,1.0384,0.8231,6.8612,35.3875
3,5,0,1,2659,1000,1.0384,0.8231,6.8612,45.5088
3,5,1,0,385.5,500,2.3895,0.8809,7.2833,7.9675
3,5,1,0,385.5,750,2.3895,0.8809,7.2833,9.1594
3,5,1,0,385.5,1000,2.3895,0.8809,7.2833,10.1081
3,5,1,0,1522.25,500,2.3895,0.8809,11.6677,7.9675
3,5,1,0,1522.25,750,2.3895,0.8809,11.6677,9.1594
3,5,1,0,1522.25,1000,2.3895,0.8809,11.6677,10.1081
3,5,1,0,2659,500,2.3895,0.8809,14.1055,7.9675
3,5,1,0,2659,750,2.3895,0.8809,14.1055,9.1594
3,5,1,0,2659,1000,2.3895,0.8809,14.1055,10.1081
3,5,1,0.5,385.5,500,2.3973,0.8779,7.1412,19.728
3,5,1,0.5,385.5,750,2.3973,0.8779,7.1412,25.7273
3,5,1,0.5,385.5,1000,1.7329,0.6174,4.2342,28.6774
3,5,1,0.5,1522.25,500,2.3973,0.8779,11.4622,15.986
3,5,1,0.5,1522.25,750,2.3973,0.8779,11.4622,20.6758
3,5,1,0.5,1522.25,1000,1.7329,0.6174,6.7669,25.1327
3,5,1,0.5,2659,500,2.3973,0.8779,13.8648,14.661
3,5,1,0.5,2659,750,2.3973,0.8779,13.8648,18.844
3,5,1,0.5,2659,1000,1.7329,0.6174,8.175,23.804
3,5,1,1,385.5,500,2.3973,0.8779,7.1412,31.6405
3,5,1,1,385.5,750,1.7329,0.6174,4.2342,40.5615
3,5,1,1,385.5,1000,1.7329,0.6174,4.2342,51.4886
3,5,1,1,1522.25,500,1.7329,0.6174,6.7669,24.8026
3,5,1,1,1522.25,750,1.7329,0.6174,6.7669,34.8041
3,5,1,1,1522.25,1000,1.7329,0.6174,6.7669,44.3993
3,5,1,1,2659,500,1.7329,0.6174,8.175,23.2686
3,5,1,1,2659,750,1.7329,0.6174,8.175,32.6817
3,5,1,1,2659,1000,1.7329,0.6174,8.175,41.742
3,5,2,0,385.5,500,2.5441,0.4009,7.4734,8.1721
3,5,2,0,385.5,750,2.5441,0.4009,7.4734,9.3892
3,5,2,0,385.5,1000,2.5441,0.4009,7.4734,10.3579
3,5,2,0,1522.25,500,2.5441,0.4009,11.9503,8.1721
3,5,2,0,1522.25,750,2.5441,0.4009,11.9503,9.3892
3,5,2,0,1522.25,1000,2.5441,0.4009,11.9503,10.3579
3,5,2,0,2659,500,2.5441,0.4009,14.4394,8.1721
3,5,2,0,2659,750,2.5441,0.4009,14.4394,9.3892
3,5,2,0,2659,1000,2.5441,0.4009,14.4394,10.3579
3,5,2,0.5,385.5,500,2.5554,0.3951,7.3334,19.6326
3,5,2,0.5,385.5,750,2.5554,0.3951,7.3334,25.5551
3,5,2,0.5,385.5,1000,1.858,0.2641,4.3603,28.2199
3,5,2,0.5,1522.25,500,2.5554,0.3951,11.7468,16.0361
3,5,2,0.5,1522.25,750,2.5554,0.3951,11.7468,20.6985
3,5,2,0.5,1522.25,1000,1.858,0.2641,6.9562,24.7306
3,5,2,0.5,2659,500,2.5554,0.3951,14.2006,14.7581
3,5,2,0.5,2659,750,2.5554,0.3951,14.2006,18.9313
3,5,2,0.5,2659,1000,1.858,0.2641,8.3993,23.4227
3,5,2,1,385.5,500,2.5554,0.3951,7.3334,31.2431
3,5,2,1,385.5,750,1.858,0.2641,4.3603,39.7769
3,5,2,1,385.5,1000,1.858,0.2641,4.3603,50.4068
3,5,2,1,1522.25,500,1.858,0.2641,6.9562,24.3772
3,5,2,1,1522.25,750,1.858,0.2641,6.9562,34.1094
3,5,2,1,1522.25,1000,1.858,0.2641,6.9562,43.4283
3,5,2,1,2659,500,1.858,0.2641,8.3993,22.8672
3,5,2,1,2659,750,1.858,0.2641,8.3993,32.0202
3,5,2,1,2659,1000,1.858,0.2641,8.3993,40.8126
